x,y
4.002001000500249872e-01,2.035450459366718867e+00
4.052026013006503335e-01,4.116434290856138212e+00
4.102051025512756244e-01,3.696277747384287160e+00
4.152076038019009152e-01,1.709379125128478893e+00
4.202101050525262615e-01,4.748882508953178316e+00
4.252126063031515524e-01,5.171526994940037980e+00
4.302151075537768987e-01,4.469424893820981737e+00
4.352176088044021895e-01,3.125727990600855488e+00
4.402201100550274804e-01,2.249907708654539817e+00
4.452226113056528267e-01,4.390119560848095404e+00
4.502251125562781175e-01,2.947498390695654447e+00
4.552276138069034639e-01,4.588127911803137948e+00
4.602301150575287547e-01,3.588965323249446282e+00
4.652326163081540455e-01,4.372336885408175000e+00
4.702351175587793919e-01,3.767071749850739781e+00
4.752376188094046827e-01,4.132286024620162479e+00
4.802401200600300291e-01,3.451220380900910545e+00
4.852426213106553199e-01,5.241598357837800926e+00
4.902451225612806107e-01,3.597647460387461749e+00
4.952476238119059571e-01,3.887732234880419746e+00
5.002501250625313034e-01,5.383901072243848063e+00
5.052526263131565942e-01,2.167998817797023747e+00
5.102551275637818851e-01,2.260280384205612059e+00
5.152576288144071759e-01,4.515169594601232461e+00
5.202601300650324667e-01,2.387656985080937488e+00
5.252626313156578686e-01,5.519409079596266032e+00
5.302651325662831594e-01,3.177176416939102133e+00
5.352676338169084502e-01,2.858348090009967812e+00
5.402701350675337411e-01,5.543752431682985815e+00
5.452726363181590319e-01,5.116332700388901422e+00
5.502751375687843227e-01,5.518384373132922960e+00
5.552776388194097246e-01,4.571877574733614225e+00
5.602801400700350154e-01,2.819614735155402396e+00
5.652826413206603062e-01,5.605912877061014044e+00
5.702851425712855971e-01,3.442852056762476298e+00
5.752876438219108879e-01,4.528319327262128269e+00
5.802901450725362897e-01,4.688122402991356630e+00
5.852926463231615806e-01,3.600867845878650719e+00
5.902951475737868714e-01,4.384964813067441014e+00
5.952976488244121622e-01,4.708099618039763179e+00
6.003001500750374531e-01,4.177325981380741737e+00
6.053026513256628549e-01,2.716507163392794411e+00
6.103051525762881457e-01,4.129153631934920909e+00
6.153076538269134366e-01,5.172308858167770751e+00
6.203101550775387274e-01,3.166362605501250815e+00
6.253126563281640182e-01,3.726303428656821293e+00
6.303151575787894201e-01,3.455791921014730761e+00
6.353176588294147109e-01,5.755216704967585528e+00
6.403201600800400017e-01,4.593255237252555467e+00
6.453226613306652926e-01,4.343429820233106753e+00
6.503251625812905834e-01,3.181059413298555238e+00
6.553276638319159852e-01,4.505232182787564987e+00
6.603301650825412761e-01,3.306657834590247536e+00
6.653326663331665669e-01,4.027828557273850585e+00
6.703351675837918577e-01,3.375159424372494499e+00
6.753376688344171486e-01,4.702446301449751509e+00
6.803401700850425504e-01,4.617611326870068922e+00
6.853426713356678412e-01,3.847729258429008148e+00
6.903451725862931321e-01,4.467042230420524618e+00
6.953476738369184229e-01,2.992981512780249265e+00
7.003501750875437137e-01,2.609792932557025047e+00
7.053526763381691156e-01,4.555449730279043763e+00
7.103551775887944064e-01,4.297739028138912509e+00
7.153576788394196972e-01,4.781104473410365152e+00
7.203601800900449881e-01,6.544225315134076126e+00
7.253626813406702789e-01,5.120567531012424567e+00
7.303651825912956808e-01,3.278273322329728678e+00
7.353676838419209716e-01,5.323119339621616319e+00
7.403701850925462624e-01,2.905203144766117518e+00
7.453726863431715532e-01,3.774533454214806127e+00
7.503751875937968441e-01,4.182883957456759561e+00
7.553776888444221349e-01,5.979475788182632812e+00
7.603801900950475368e-01,3.536385748236702486e+00
7.653826913456728276e-01,3.469709535378004528e+00
7.703851925962981184e-01,4.212703053363462402e+00
7.753876938469234092e-01,3.662684795178662522e+00
7.803901950975487001e-01,5.467806507399153304e+00
7.853926963481741019e-01,3.276246580681099196e+00
7.903951975987993928e-01,3.223716940385295882e+00
7.953976988494246836e-01,3.948373051803839573e+00
8.004002001000499744e-01,3.903168149607845194e+00
8.054027013506752652e-01,6.345740157869011355e+00
8.104052026013006671e-01,5.380636414729663031e+00
8.154077038519259579e-01,4.533774352940969088e+00
8.204102051025512488e-01,3.235795096477485977e+00
8.254127063531765396e-01,5.320601095461077179e+00
8.304152076038018304e-01,3.491030275421840301e+00
8.354177088544272323e-01,2.961482029785670100e+00
8.404202101050525231e-01,5.709290422667459453e+00
8.454227113556778139e-01,4.853210745991883179e+00
8.504252126063031048e-01,5.472134461599727828e+00
8.554277138569283956e-01,4.885010794513807042e+00
8.604302151075537974e-01,5.438121257225352778e+00
8.654327163581790883e-01,3.945272555774389733e+00
8.704352176088043791e-01,3.577062811041948454e+00
8.754377188594296699e-01,5.307907674859916547e+00
8.804402201100549608e-01,3.837910996156324028e+00
8.854427213606803626e-01,3.966778386331839990e+00
8.904452226113056534e-01,4.215803164316573870e+00
8.954477238619309443e-01,4.703822330610849534e+00
9.004502251125562351e-01,4.347356764084183922e+00
9.054527263631815259e-01,3.341406885671525551e+00
9.104552276138069278e-01,4.087747280008530382e+00
9.154577288644322186e-01,2.522970034368869907e+00
9.204602301150575094e-01,5.386612141372359552e+00
9.254627313656828003e-01,3.174330538490300668e+00
9.304652326163080911e-01,3.687012358420473479e+00
9.354677338669334929e-01,4.858568280861774724e+00
9.404702351175587838e-01,4.081847708961362287e+00
9.454727363681840746e-01,6.379432804511288246e+00
9.504752376188093654e-01,3.558568803132979408e+00
9.554777388694346563e-01,5.133484085957486620e+00
9.604802401200600581e-01,4.842157902132684377e+00
9.654827413706853489e-01,3.728354726370858963e+00
9.704852426213106398e-01,5.434732388395685732e+00
9.754877438719359306e-01,4.754916900393559409e+00
9.804902451225612214e-01,5.713261286581351683e+00
9.854927463731865123e-01,5.779982393083290759e+00
9.904952476238119141e-01,7.134721692152125705e+00
9.954977488744372049e-01,6.323021196059703364e+00
1.000500250125062607e+00,4.632318912432744185e+00
1.005502751375687787e+00,4.777129076551137388e+00
1.010505252626313188e+00,6.131175353766052716e+00
1.015507753876938368e+00,5.701786992353413019e+00
1.020510255127563770e+00,5.701662291480284139e+00
1.025512756378189172e+00,3.459582224823733121e+00
1.030515257628814352e+00,5.067219648487506944e+00
1.035517758879439754e+00,4.368522367432630560e+00
1.040520260130064933e+00,5.401485379433433209e+00
1.045522761380690335e+00,5.038417894499112926e+00
1.050525262631315737e+00,6.061754695986538266e+00
1.055527763881940917e+00,5.483801506837124862e+00
1.060530265132566319e+00,5.967918757506675220e+00
1.065532766383191499e+00,4.730179202413631323e+00
1.070535267633816900e+00,4.267159546983200435e+00
1.075537768884442080e+00,4.816563613450777659e+00
1.080540270135067482e+00,5.224600396543761960e+00
1.085542771385692884e+00,5.635780049712160178e+00
1.090545272636318064e+00,7.530944768599806771e+00
1.095547773886943466e+00,5.244386170000187697e+00
1.100550275137568645e+00,4.345705824919928517e+00
1.105552776388194047e+00,4.970676553465195546e+00
1.110555277638819449e+00,4.868069858270364314e+00
1.115557778889444629e+00,5.828154810441795952e+00
1.120560280140070031e+00,3.820883825975585069e+00
1.125562781390695211e+00,5.439950338372417704e+00
1.130565282641320612e+00,5.548202385889337229e+00
1.135567783891946014e+00,5.638884387876113458e+00
1.140570285142571194e+00,4.824394786462351092e+00
1.145572786393196596e+00,5.198796629443583228e+00
1.150575287643821776e+00,4.027664953948933757e+00
1.155577788894447178e+00,4.973413483321147410e+00
1.160580290145072579e+00,4.938879394418499658e+00
1.165582791395697759e+00,5.912798420448518222e+00
1.170585292646323161e+00,4.355573446117056768e+00
1.175587793896948341e+00,6.307961483400838176e+00
1.180590295147573743e+00,7.036255429934090699e+00
1.185592796398199145e+00,3.486793364181065336e+00
1.190595297648824324e+00,5.998044623724573476e+00
1.195597798899449726e+00,6.263701431728594393e+00
1.200600300150074906e+00,4.964363874897995466e+00
1.205602801400700308e+00,5.219536589873303711e+00
1.210605302651325710e+00,5.498935330367022090e+00
1.215607803901950890e+00,5.349032532304124565e+00
1.220610305152576291e+00,5.352817946410606709e+00
1.225612806403201471e+00,4.000834612879627272e+00
1.230615307653826873e+00,6.844177487744600441e+00
1.235617808904452275e+00,6.786472018750178137e+00
1.240620310155077455e+00,4.908496671261029398e+00
1.245622811405702857e+00,4.270444106414594820e+00
1.250625312656328036e+00,6.272940814421742672e+00
1.255627813906953438e+00,5.191095471907794412e+00
1.260630315157578840e+00,5.923844108793516305e+00
1.265632816408204020e+00,5.477570032079516871e+00
1.270635317658829422e+00,6.503444704046675184e+00
1.275637818909454602e+00,6.521662600384369846e+00
1.280640320160080003e+00,5.116323582016655713e+00
1.285642821410705405e+00,4.473564508837060139e+00
1.290645322661330585e+00,4.288997570648910518e+00
1.295647823911955987e+00,6.497322850843072928e+00
1.300650325162581167e+00,4.713091717703714600e+00
1.305652826413206569e+00,5.410142124940931829e+00
1.310655327663831970e+00,5.335651944540988012e+00
1.315657828914457150e+00,5.894406190473825191e+00
1.320660330165082552e+00,4.025701184648740494e+00
1.325662831415707732e+00,6.165767091040952330e+00
1.330665332666333134e+00,6.515887021833204784e+00
1.335667833916958536e+00,6.095425588795537308e+00
1.340670335167583715e+00,5.711124833804279710e+00
1.345672836418209117e+00,6.134418675523410691e+00
1.350675337668834297e+00,6.451072358646633198e+00
1.355677838919459699e+00,3.294440760331728502e+00
1.360680340170085101e+00,8.037953328760949034e+00
1.365682841420710281e+00,6.487141846950057023e+00
1.370685342671335682e+00,5.459647445626987228e+00
1.375687843921960862e+00,5.736110156578281050e+00
1.380690345172586264e+00,6.635812812866947574e+00
1.385692846423211666e+00,6.040974600235268888e+00
1.390695347673836846e+00,4.141401575240015731e+00
1.395697848924462248e+00,8.251586408132705941e+00
1.400700350175087427e+00,6.091560393292789755e+00
1.405702851425712829e+00,7.237281265992938195e+00
1.410705352676338231e+00,5.540066210244623868e+00
1.415707853926963411e+00,7.783500616026688412e+00
1.420710355177588813e+00,6.548474754425046562e+00
1.425712856428213993e+00,6.885982403760092296e+00
1.430715357678839394e+00,5.246892706889562774e+00
1.435717858929464796e+00,7.518298866471095465e+00
1.440720360180089976e+00,7.011979245075058209e+00
1.445722861430715378e+00,7.639014813857144759e+00
1.450725362681340558e+00,5.724088528402442755e+00
1.455727863931965960e+00,5.886156473335110384e+00
1.460730365182591362e+00,8.686107793231716556e+00
1.465732866433216541e+00,5.337182776578101695e+00
1.470735367683841943e+00,6.276256402373205034e+00
1.475737868934467123e+00,7.564104969406097112e+00
1.480740370185092525e+00,6.539946078270133079e+00
1.485742871435717927e+00,7.040182294060446822e+00
1.490745372686343106e+00,6.072787088796154364e+00
1.495747873936968508e+00,6.857299509658424164e+00
1.500750375187593688e+00,5.195724273827464046e+00
1.505752876438219090e+00,8.175389308932844656e+00
1.510755377688844270e+00,6.414102087937963326e+00
1.515757878939469672e+00,5.867095432821558987e+00
1.520760380190095074e+00,7.228664222602199096e+00
1.525762881440720253e+00,6.116568856933607634e+00
1.530765382691345655e+00,5.258037676671283300e+00
1.535767883941970835e+00,5.260586146028357390e+00
1.540770385192596237e+00,7.316084308267921443e+00
1.545772886443221639e+00,6.477745221183398350e+00
1.550775387693846818e+00,6.518624603413101681e+00
1.555777888944472220e+00,7.745077472809678731e+00
1.560780390195097400e+00,5.555515361828549104e+00
1.565782891445722802e+00,5.966670921472343458e+00
1.570785392696348204e+00,6.327476368907769100e+00
1.575787893946973384e+00,6.821715271157994032e+00
1.580790395197598786e+00,6.700199734302217713e+00
1.585792896448223965e+00,6.470491496954764443e+00
1.590795397698849367e+00,6.710759791000899810e+00
1.595797898949474769e+00,6.680088420557249052e+00
1.600800400200099949e+00,6.082796812048506752e+00
1.605802901450725351e+00,6.004415715798098852e+00
1.610805402701350530e+00,7.106932565827991155e+00
1.615807903951975932e+00,5.956508628860399668e+00
1.620810405202601334e+00,5.705075956416950866e+00
1.625812906453226514e+00,6.565146468233986177e+00
1.630815407703851916e+00,6.734779206947739461e+00
1.635817908954477096e+00,9.164177224161640822e+00
1.640820410205102498e+00,6.217760954759073755e+00
1.645822911455727899e+00,7.880729459336678566e+00
1.650825412706353079e+00,7.699664572323690948e+00
1.655827913956978481e+00,5.778538786667200000e+00
1.660830415207603661e+00,7.755744223025410555e+00
1.665832916458229063e+00,5.813618109181369675e+00
1.670835417708854465e+00,4.353334015129822987e+00
1.675837918959479644e+00,7.633833281237819790e+00
1.680840420210105046e+00,5.286630677192595940e+00
1.685842921460730226e+00,7.508463226188105466e+00
1.690845422711355628e+00,6.388525370396850533e+00
1.695847923961981030e+00,8.747094568075814536e+00
1.700850425212606210e+00,8.171060674953826819e+00
1.705852926463231611e+00,6.664172975538306787e+00
1.710855427713856791e+00,6.444728672112887580e+00
1.715857928964482193e+00,5.933496383799326424e+00
1.720860430215107595e+00,6.721658658352731130e+00
1.725862931465732775e+00,6.897233299212690127e+00
1.730865432716358177e+00,6.827902753757388865e+00
1.735867933966983356e+00,7.364307657173314148e+00
1.740870435217608758e+00,7.801132803381705116e+00
1.745872936468234160e+00,7.587273266397876803e+00
1.750875437718859340e+00,6.488482389250135540e+00
1.755877938969484742e+00,5.829842343106875546e+00
1.760880440220109922e+00,8.647173168762801510e+00
1.765882941470735323e+00,6.608199639862267993e+00
1.770885442721360725e+00,6.660362728229062945e+00
1.775887943971985905e+00,6.806474519614846841e+00
1.780890445222611307e+00,5.499601785511185170e+00
1.785892946473236487e+00,6.879704835379222949e+00
1.790895447723861889e+00,6.893030529163637787e+00
1.795897948974487290e+00,8.008052145266974620e+00
1.800900450225112470e+00,8.101158499782673772e+00
1.805902951475737872e+00,7.421479743513483385e+00
1.810905452726363052e+00,8.364564732293393590e+00
1.815907953976988454e+00,7.787688845732227527e+00
1.820910455227613856e+00,7.447049254080287284e+00
1.825912956478239035e+00,7.638667037732939313e+00
1.830915457728864437e+00,7.302092879605194042e+00
1.835917958979489617e+00,7.112904362905018374e+00
1.840920460230115019e+00,7.255027843796378662e+00
1.845922961480740421e+00,6.409757552972214611e+00
1.850925462731365601e+00,7.833218093510392777e+00
1.855927963981991002e+00,6.574660281016392993e+00
1.860930465232616182e+00,8.424422659771485300e+00
1.865932966483241584e+00,7.348340319288775291e+00
1.870935467733866986e+00,7.662301384851692099e+00
1.875937968984492166e+00,8.121650683234433288e+00
1.880940470235117568e+00,8.286135875768280812e+00
1.885942971485742747e+00,6.087205505823775731e+00
1.890945472736368149e+00,7.465932742045133352e+00
1.895947973986993551e+00,8.568022834041762792e+00
1.900950475237618731e+00,6.004745606280601500e+00
1.905952976488244133e+00,8.105139404859794894e+00
1.910955477738869313e+00,5.477302203814418569e+00
1.915957978989494714e+00,6.725367093332881296e+00
1.920960480240120116e+00,7.801511992560548059e+00
1.925962981490745296e+00,6.121173842150282596e+00
1.930965482741370698e+00,6.807385710539961110e+00
1.935967983991995878e+00,6.336068944512400769e+00
1.940970485242621280e+00,9.471046387935423638e+00
1.945972986493246459e+00,8.002146714967073748e+00
1.950975487743871861e+00,8.420216741084285417e+00
1.955977988994497263e+00,7.645258866468337189e+00
1.960980490245122443e+00,7.529509721978168812e+00
1.965982991495747845e+00,6.281474785836210550e+00
1.970985492746373025e+00,7.621119115491255869e+00
1.975987993996998426e+00,7.166471770179372314e+00
1.980990495247623828e+00,8.800895410035208144e+00
1.985992996498249008e+00,9.099080856152321317e+00
1.990995497748874410e+00,9.439565208820800635e+00
1.995997998999499590e+00,8.840545936459731635e+00
2.001000500250125214e+00,7.404347563827389678e+00
2.006003001500750393e+00,6.902112018541855853e+00
2.011005502751375573e+00,8.799679689899212676e+00
2.016008004002000753e+00,8.404316829478291950e+00
2.021010505252626377e+00,6.294493065080848382e+00
2.026013006503251557e+00,8.433520812253522791e+00
2.031015507753876737e+00,8.907566345749497572e+00
2.036018009004502360e+00,8.166979616195137126e+00
2.041020510255127540e+00,7.938007859756042173e+00
2.046023011505752720e+00,7.330420546900902501e+00
2.051025512756378344e+00,6.706541838705746272e+00
2.056028014007003524e+00,8.968381991361038530e+00
2.061030515257628704e+00,7.873977101001177203e+00
2.066033016508253883e+00,7.964632387981069428e+00
2.071035517758879507e+00,9.945827740195770872e+00
2.076038019009504687e+00,8.912615163887704028e+00
2.081040520260129867e+00,8.613946562061491008e+00
2.086043021510755491e+00,8.400190869719502018e+00
2.091045522761380671e+00,9.793131429049914516e+00
2.096048024012005850e+00,1.000773337945221186e+01
2.101050525262631474e+00,9.232656687267422058e+00
2.106053026513256654e+00,8.900383670937694447e+00
2.111055527763881834e+00,6.238563512085502083e+00
2.116058029014507014e+00,8.471896001277027466e+00
2.121060530265132638e+00,8.233074636601694252e+00
2.126063031515757817e+00,8.472142323932843055e+00
2.131065532766382997e+00,9.336242685621666482e+00
2.136068034017008621e+00,5.668526934861469968e+00
2.141070535267633801e+00,7.853899552332716638e+00
2.146073036518258981e+00,8.708123464495537647e+00
2.151075537768884161e+00,7.986381067253890187e+00
2.156078039019509784e+00,7.051328003932269439e+00
2.161080540270134964e+00,9.352205107707201037e+00
2.166083041520760144e+00,8.775121030408408629e+00
2.171085542771385768e+00,7.542152057869671467e+00
2.176088044022010948e+00,8.843081336581857244e+00
2.181090545272636128e+00,9.364857347867705073e+00
2.186093046523261751e+00,8.563571785869147135e+00
2.191095547773886931e+00,9.373851446752656358e+00
2.196098049024512111e+00,8.666554322235198171e+00
2.201100550275137291e+00,8.208072668171057629e+00
2.206103051525762915e+00,7.458888638177376684e+00
2.211105552776388095e+00,8.547385891357551557e+00
2.216108054027013274e+00,8.842617100126810570e+00
2.221110555277638898e+00,9.539164427420248060e+00
2.226113056528264078e+00,8.563231701097565818e+00
2.231115557778889258e+00,9.150762279557659085e+00
2.236118059029514882e+00,7.743742163354816022e+00
2.241120560280140062e+00,7.940732525012894172e+00
2.246123061530765241e+00,8.627979885565407514e+00
2.251125562781390421e+00,7.698748224359158066e+00
2.256128064032016045e+00,9.588632029420729452e+00
2.261130565282641225e+00,9.246522025166530767e+00
2.266133066533266405e+00,9.077494963992252863e+00
2.271135567783892029e+00,9.152310828567619794e+00
2.276138069034517208e+00,1.084945776858834954e+01
2.281140570285142388e+00,8.374557522888631311e+00
2.286143071535768012e+00,6.656987929106746193e+00
2.291145572786393192e+00,9.072736915255644519e+00
2.296148074037018372e+00,8.837840681149389255e+00
2.301150575287643552e+00,8.385932683352528727e+00
2.306153076538269175e+00,7.939629370256037433e+00
2.311155577788894355e+00,8.494277211564535079e+00
2.316158079039519535e+00,9.129812666336379223e+00
2.321160580290145159e+00,8.460665040227896228e+00
2.326163081540770339e+00,1.139094292416606002e+01
2.331165582791395519e+00,8.032992366741037671e+00
2.336168084042021142e+00,8.215386889418390126e+00
2.341170585292646322e+00,6.734891715863410511e+00
2.346173086543271502e+00,9.290003674651352128e+00
2.351175587793896682e+00,7.037120135581929503e+00
2.356178089044522306e+00,8.529079633759064194e+00
2.361180590295147486e+00,8.807871236324885444e+00
2.366183091545772665e+00,8.388821308790429754e+00
2.371185592796398289e+00,1.085242945584370666e+01
2.376188094047023469e+00,1.012295867345656930e+01
2.381190595297648649e+00,1.046270866219452067e+01
2.386193096548274273e+00,8.276160471094904381e+00
2.391195597798899453e+00,1.030218085791126725e+01
2.396198099049524632e+00,9.684595243492536198e+00
2.401200600300149812e+00,9.975007749577294192e+00
2.406203101550775436e+00,1.024804813343509302e+01
2.411205602801400616e+00,8.324853562445149180e+00
2.416208104052025796e+00,8.824306691178176010e+00
2.421210605302651420e+00,1.012622782723640569e+01
2.426213106553276599e+00,6.623020226684896983e+00
2.431215607803901779e+00,1.080697490598491051e+01
2.436218109054527403e+00,9.861786391371166971e+00
2.441220610305152583e+00,9.277957870255223227e+00
2.446223111555777763e+00,9.559176990424505860e+00
2.451225612806402943e+00,8.323741555110231616e+00
2.456228114057028566e+00,9.018740977581980900e+00
2.461230615307653746e+00,1.048397618414333365e+01
2.466233116558278926e+00,1.069672132200105885e+01
2.471235617808904550e+00,1.210993090599029287e+01
2.476238119059529730e+00,9.354789690898172694e+00
2.481240620310154910e+00,8.785168894125460426e+00
2.486243121560780533e+00,8.944495398742352776e+00
2.491245622811405713e+00,8.455694993146853022e+00
2.496248124062030893e+00,9.410889616245240674e+00
2.501250625312656073e+00,9.886484305950236973e+00
2.506253126563281697e+00,9.484517099157891096e+00
2.511255627813906877e+00,1.063011372910752073e+01
2.516258129064532056e+00,9.314558585849059824e+00
2.521260630315157680e+00,9.216331238446908714e+00
2.526263131565782860e+00,8.997520917837023902e+00
2.531265632816408040e+00,7.961162372214728222e+00
2.536268134067033664e+00,8.041036677892648754e+00
2.541270635317658844e+00,8.444653975315288719e+00
2.546273136568284023e+00,1.094024748136961200e+01
2.551275637818909203e+00,1.054908718634665732e+01
2.556278139069534827e+00,1.104379848360159322e+01
2.561280640320160007e+00,8.351630266365978272e+00
2.566283141570785187e+00,7.730224734926334662e+00
2.571285642821410811e+00,9.053800608330147881e+00
2.576288144072035990e+00,9.904683385512136340e+00
2.581290645322661170e+00,1.024256221087781249e+01
2.586293146573286350e+00,1.080685159568791143e+01
2.591295647823911974e+00,1.005816661427894942e+01
2.596298149074537154e+00,1.153156322787924282e+01
2.601300650325162334e+00,9.581296270027166884e+00
2.606303151575787957e+00,8.905830236685568835e+00
2.611305652826413137e+00,8.152698742984805236e+00
2.616308154077038317e+00,8.959953104135664148e+00
2.621310655327663941e+00,1.010604992696811522e+01
2.626313156578289121e+00,8.990219212381235891e+00
2.631315657828914301e+00,1.083068943702200038e+01
2.636318159079539480e+00,1.132128218327606106e+01
2.641320660330165104e+00,7.554375075763891445e+00
2.646323161580790284e+00,1.080302178524001810e+01
2.651325662831415464e+00,7.714372929832510550e+00
2.656328164082041088e+00,1.037048354733641098e+01
2.661330665332666268e+00,1.120886256019165828e+01
2.666333166583291447e+00,1.006385560609345120e+01
2.671335667833917071e+00,8.734317830297511520e+00
2.676338169084542251e+00,9.443583302975854465e+00
2.681340670335167431e+00,9.782376565294601534e+00
2.686343171585792611e+00,9.876784730967434811e+00
2.691345672836418235e+00,9.871140177742587341e+00
2.696348174087043414e+00,9.979161742951815128e+00
2.701350675337668594e+00,1.031753207492317514e+01
2.706353176588294218e+00,8.910485876031660979e+00
2.711355677838919398e+00,9.892047203646537668e+00
2.716358179089544578e+00,1.166733570762433914e+01
2.721360680340170202e+00,9.779436617877992788e+00
2.726363181590795381e+00,9.735253451617188247e+00
2.731365682841420561e+00,1.127229435223849840e+01
2.736368184092045741e+00,7.649919885932041197e+00
2.741370685342671365e+00,1.140549065731629952e+01
2.746373186593296545e+00,9.607215801774723118e+00
2.751375687843921725e+00,1.041805563598435214e+01
2.756378189094547349e+00,1.036545592320483777e+01
2.761380690345172528e+00,1.122661019025591145e+01
2.766383191595797708e+00,1.003155482855204461e+01
2.771385692846423332e+00,9.636131296974820515e+00
2.776388194097048512e+00,1.162701037294224449e+01
2.781390695347673692e+00,7.979998268901839609e+00
2.786393196598298871e+00,1.037951377150013954e+01
2.791395697848924495e+00,9.026261670917651969e+00
2.796398199099549675e+00,9.627621209042089845e+00
2.801400700350174855e+00,1.241545878251366020e+01
2.806403201600800479e+00,1.037461417834654398e+01
2.811405702851425659e+00,1.062928680570565732e+01
2.816408204102050838e+00,8.667661756600562484e+00
2.821410705352676462e+00,9.735187457263334565e+00
2.826413206603301642e+00,1.067579702053869006e+01
2.831415707853926822e+00,1.084900481667499861e+01
2.836418209104552002e+00,1.112614118170693445e+01
2.841420710355177626e+00,1.053289002998310941e+01
2.846423211605802805e+00,1.106627384327206798e+01
2.851425712856427985e+00,1.100805905120496675e+01
2.856428214107053609e+00,8.739544231316630274e+00
2.861430715357678789e+00,1.062129786798318598e+01
2.866433216608303969e+00,1.136720205755761626e+01
2.871435717858929593e+00,1.120418697431130894e+01
2.876438219109554773e+00,1.026545584735787386e+01
2.881440720360179952e+00,9.838695653541172703e+00
2.886443221610805132e+00,9.541017740510783440e+00
2.891445722861430756e+00,1.054328315704288066e+01
2.896448224112055936e+00,1.182242455189588881e+01
2.901450725362681116e+00,8.752548074606441020e+00
2.906453226613306740e+00,1.005946795011042205e+01
